dataset,model,pooling,n_shots,seed,k,accuracy,macro_f1
cifar100,ibot_vits16,cls,50,2,20,0.699999988079071,0.6971750558370653
cifar100,ibot_vits16,cls,100,0,1,0.6812000274658203,0.6801779336846292
cifar100,ibot_vits16,cls,100,0,5,0.713100016117096,0.7108582268671719
cifar100,ibot_vits16,cls,100,0,20,0.7269999980926514,0.7254553352782677
cifar100,ibot_vits16,cls,100,1,1,0.6783999800682068,0.6768010330669105
cifar100,ibot_vits16,cls,100,1,5,0.7215999960899353,0.7195024794664172
cifar100,ibot_vits16,cls,100,1,20,0.7343000173568726,0.7325629745010871
cifar100,ibot_vits16,cls,100,2,1,0.6789000034332275,0.677148333248248
cifar100,ibot_vits16,cls,100,2,5,0.7172999978065491,0.7157370973418185
cifar100,ibot_vits16,cls,100,2,20,0.7319999933242798,0.7307031490609507
cifar100,ibot_vits16,mean_pool,1,0,1,0.1817999929189682,0.18292967038163366
cifar100,ibot_vits16,mean_pool,1,0,5,0.1817999929189682,0.18292967038163366
cifar100,ibot_vits16,mean_pool,1,0,20,0.1817999929189682,0.18292967038163366
cifar100,ibot_vits16,mean_pool,1,1,1,0.1665000021457672,0.1665713753702461
cifar100,ibot_vits16,mean_pool,1,1,5,0.1665000021457672,0.1665713753702461
cifar100,ibot_vits16,mean_pool,1,1,20,0.1665000021457672,0.1665713753702461
cifar100,ibot_vits16,mean_pool,1,2,1,0.19789999723434448,0.19455341863375986
cifar100,ibot_vits16,mean_pool,1,2,5,0.19789999723434448,0.19455341863375986
cifar100,ibot_vits16,mean_pool,1,2,20,0.19789999723434448,0.19455341863375986
cifar100,ibot_vits16,mean_pool,2,0,1,0.2287999987602234,0.22730450882495515
cifar100,ibot_vits16,mean_pool,2,0,5,0.22709999978542328,0.2211854409097495
cifar100,ibot_vits16,mean_pool,2,0,20,0.2240999937057495,0.2167279331147879
cifar100,ibot_vits16,mean_pool,2,1,1,0.22709999978542328,0.22716600073206739
cifar100,ibot_vits16,mean_pool,2,1,5,0.2264000028371811,0.2237473127794905
cifar100,ibot_vits16,mean_pool,2,1,20,0.22849999368190765,0.2227668289826955
cifar100,ibot_vits16,mean_pool,2,2,1,0.2451000064611435,0.2479676650393784
cifar100,ibot_vits16,mean_pool,2,2,5,0.24580000340938568,0.2473636874615164
cifar100,ibot_vits16,mean_pool,2,2,20,0.23749999701976776,0.23875300777166544
cifar100,ibot_vits16,mean_pool,5,0,1,0.29030001163482666,0.28888753913289517
cifar100,ibot_vits16,mean_pool,5,0,5,0.29980000853538513,0.2969480598337233
cifar100,ibot_vits16,mean_pool,5,0,20,0.31279999017715454,0.3078032062228716
cifar100,ibot_vits16,mean_pool,5,1,1,0.28999999165534973,0.29307144951040676
cifar100,ibot_vits16,mean_pool,5,1,5,0.29899999499320984,0.2975905021346732
cifar100,ibot_vits16,mean_pool,5,1,20,0.290800005197525,0.28750066659984064
cifar100,ibot_vits16,mean_pool,5,2,1,0.29589998722076416,0.2984927162745471
cifar100,ibot_vits16,mean_pool,5,2,5,0.30570000410079956,0.30437377416057065
cifar100,ibot_vits16,mean_pool,5,2,20,0.3068000078201294,0.29953276838470755
cifar100,ibot_vits16,mean_pool,10,0,1,0.34209999442100525,0.34255300527708277
cifar100,ibot_vits16,mean_pool,10,0,5,0.36059999465942383,0.3583735349905545
cifar100,ibot_vits16,mean_pool,10,0,20,0.37619999051094055,0.369906259725523
cifar100,ibot_vits16,mean_pool,10,1,1,0.34049999713897705,0.3384434419872177
cifar100,ibot_vits16,mean_pool,10,1,5,0.3587999939918518,0.3532631821882823
cifar100,ibot_vits16,mean_pool,10,1,20,0.37119999527931213,0.3624105666315573
cifar100,ibot_vits16,mean_pool,10,2,1,0.3393999934196472,0.34082512610006654
cifar100,ibot_vits16,mean_pool,10,2,5,0.36239999532699585,0.3604673344381783
cifar100,ibot_vits16,mean_pool,10,2,20,0.3644999861717224,0.35700310717110656
cifar100,ibot_vits16,mean_pool,20,0,1,0.38940000534057617,0.3879512009794506
cifar100,ibot_vits16,mean_pool,20,0,5,0.40939998626708984,0.40495931448102873
cifar100,ibot_vits16,mean_pool,20,0,20,0.4147000014781952,0.4079473929572871
cifar100,ibot_vits16,mean_pool,20,1,1,0.3808000087738037,0.37795846479304773
cifar100,ibot_vits16,mean_pool,20,1,5,0.414000004529953,0.40760517621302805
cifar100,ibot_vits16,mean_pool,20,1,20,0.4171000123023987,0.40832875359032245
cifar100,ibot_vits16,mean_pool,20,2,1,0.3797000050544739,0.3789927470370545
cifar100,ibot_vits16,mean_pool,20,2,5,0.40639999508857727,0.40215920981867925
cifar100,ibot_vits16,mean_pool,20,2,20,0.4124000072479248,0.4034660737208734
cifar100,ibot_vits16,mean_pool,50,0,1,0.44620001316070557,0.4450767028192582
cifar100,ibot_vits16,mean_pool,50,0,5,0.474700003862381,0.47074785978655703
cifar100,ibot_vits16,mean_pool,50,0,20,0.4871000051498413,0.4805424353147187
cifar100,ibot_vits16,mean_pool,50,1,1,0.446399986743927,0.44556421699215415
cifar100,ibot_vits16,mean_pool,50,1,5,0.4763999879360199,0.4728558443151081
cifar100,ibot_vits16,mean_pool,50,1,20,0.48350000381469727,0.47899334637254837
cifar100,ibot_vits16,mean_pool,50,2,1,0.4442000091075897,0.4427654213170596
cifar100,ibot_vits16,mean_pool,50,2,5,0.4796000123023987,0.4758327687585866
cifar100,ibot_vits16,mean_pool,50,2,20,0.4846999943256378,0.47947709686108164
cifar100,ibot_vits16,mean_pool,100,0,1,0.49540001153945923,0.49378287367538326
cifar100,ibot_vits16,mean_pool,100,0,5,0.527899980545044,0.524134423754028
cifar100,ibot_vits16,mean_pool,100,0,20,0.5375999808311462,0.5310615106804818
cifar100,ibot_vits16,mean_pool,100,1,1,0.4918000102043152,0.49020606179820986
cifar100,ibot_vits16,mean_pool,100,1,5,0.5252000093460083,0.5216888695957715
cifar100,ibot_vits16,mean_pool,100,1,20,0.5343000292778015,0.5290786881225017
cifar100,ibot_vits16,mean_pool,100,2,1,0.48669999837875366,0.4860791259869333
cifar100,ibot_vits16,mean_pool,100,2,5,0.52920001745224,0.5264614519751509
cifar100,ibot_vits16,mean_pool,100,2,20,0.5332000255584717,0.5285823358034042
cifar100,attmask_vits16,cls,1,0,1,0.3522000014781952,0.34955066543780616
cifar100,attmask_vits16,cls,1,0,5,0.3522000014781952,0.34955066543780616
cifar100,attmask_vits16,cls,1,0,20,0.3522000014781952,0.34955066543780616
cifar100,attmask_vits16,cls,1,1,1,0.34279999136924744,0.33295376651167524
cifar100,attmask_vits16,cls,1,1,5,0.34279999136924744,0.33295376651167524
cifar100,attmask_vits16,cls,1,1,20,0.34279999136924744,0.33295376651167524
cifar100,attmask_vits16,cls,1,2,1,0.36800000071525574,0.3594075676136145
cifar100,attmask_vits16,cls,1,2,5,0.36800000071525574,0.3594075676136145
cifar100,attmask_vits16,cls,1,2,20,0.36800000071525574,0.3594075676136145
cifar100,attmask_vits16,cls,2,0,1,0.42329999804496765,0.4140034831643953
cifar100,attmask_vits16,cls,2,0,5,0.4323999881744385,0.42162578451809346
cifar100,attmask_vits16,cls,2,0,20,0.43810001015663147,0.427262382017174
cifar100,attmask_vits16,cls,2,1,1,0.42809998989105225,0.42390497766611773
cifar100,attmask_vits16,cls,2,1,5,0.4383000135421753,0.4313552245535472
cifar100,attmask_vits16,cls,2,1,20,0.44699999690055847,0.43934133947713083
cifar100,attmask_vits16,cls,2,2,1,0.44609999656677246,0.44411991171740545
cifar100,attmask_vits16,cls,2,2,5,0.45739999413490295,0.4534027876710902
cifar100,attmask_vits16,cls,2,2,20,0.4645000100135803,0.4601543210024401
cifar100,attmask_vits16,cls,5,0,1,0.5095000267028809,0.5090927072982094
cifar100,attmask_vits16,cls,5,0,5,0.53329998254776,0.5314592179584205
cifar100,attmask_vits16,cls,5,0,20,0.5497000217437744,0.5489268353768039
cifar100,attmask_vits16,cls,5,1,1,0.512499988079071,0.5132086347710246
cifar100,attmask_vits16,cls,5,1,5,0.5468999743461609,0.5457505687712139
cifar100,attmask_vits16,cls,5,1,20,0.5619000196456909,0.5598784426751261
cifar100,attmask_vits16,cls,5,2,1,0.5117999911308289,0.5080085011631683
cifar100,attmask_vits16,cls,5,2,5,0.5378999710083008,0.5330714740123202
cifar100,attmask_vits16,cls,5,2,20,0.5479999780654907,0.5413434184743859
cifar100,attmask_vits16,cls,10,0,1,0.5552999973297119,0.5533811171211542
cifar100,attmask_vits16,cls,10,0,5,0.5914999842643738,0.5884117213540682
cifar100,attmask_vits16,cls,10,0,20,0.6110000014305115,0.6080795048388967
cifar100,attmask_vits16,cls,10,1,1,0.5527999997138977,0.5489151401549895
cifar100,attmask_vits16,cls,10,1,5,0.582099974155426,0.5758822934898447
cifar100,attmask_vits16,cls,10,1,20,0.6069999933242798,0.6015522063380757
cifar100,attmask_vits16,cls,10,2,1,0.5611000061035156,0.5581122795336961
cifar100,attmask_vits16,cls,10,2,5,0.5945000052452087,0.5888946784706035
cifar100,attmask_vits16,cls,10,2,20,0.619700014591217,0.6131464001142684
cifar100,attmask_vits16,cls,20,0,1,0.5995000004768372,0.597010796172286
cifar100,attmask_vits16,cls,20,0,5,0.6365000009536743,0.6336907321819177
cifar100,attmask_vits16,cls,20,0,20,0.6603999733924866,0.6576484225436313
cifar100,attmask_vits16,cls,20,1,1,0.5964999794960022,0.5928544306036776
cifar100,attmask_vits16,cls,20,1,5,0.6377999782562256,0.6319340183804326
cifar100,attmask_vits16,cls,20,1,20,0.6614999771118164,0.6558773155807487
cifar100,attmask_vits16,cls,20,2,1,0.5971999764442444,0.5939738715017249
cifar100,attmask_vits16,cls,20,2,5,0.637499988079071,0.6322953358722812
cifar100,attmask_vits16,cls,20,2,20,0.6657999753952026,0.6592884528705205
cifar100,attmask_vits16,cls,50,0,1,0.6510000228881836,0.6483248632146728
cifar100,attmask_vits16,cls,50,0,5,0.691100001335144,0.6876975497346514
cifar100,attmask_vits16,cls,50,0,20,0.7038999795913696,0.7012159036330289
cifar100,attmask_vits16,cls,50,1,1,0.6481999754905701,0.6463276895649126
cifar100,attmask_vits16,cls,50,1,5,0.6909000277519226,0.6879283556923889
cifar100,attmask_vits16,cls,50,1,20,0.7092999815940857,0.706906109385677
cifar100,attmask_vits16,cls,50,2,1,0.6491000056266785,0.646142130348026
cifar100,attmask_vits16,cls,50,2,5,0.6861000061035156,0.6819288717358171
cifar100,attmask_vits16,cls,50,2,20,0.7092000246047974,0.7045910683504331
cifar100,attmask_vits16,cls,100,0,1,0.6836000084877014,0.6817894173899566
cifar100,attmask_vits16,cls,100,0,5,0.72079998254776,0.7182474553836364
cifar100,attmask_vits16,cls,100,0,20,0.7365999817848206,0.734376898165323
cifar100,attmask_vits16,cls,100,1,1,0.685699999332428,0.6836275665957099
cifar100,attmask_vits16,cls,100,1,5,0.7240999937057495,0.7217402546246777
cifar100,attmask_vits16,cls,100,1,20,0.7437000274658203,0.7414962421635731
cifar100,attmask_vits16,cls,100,2,1,0.6862999796867371,0.6842205301342367
cifar100,attmask_vits16,cls,100,2,5,0.7210999727249146,0.7182819337335709
cifar100,attmask_vits16,cls,100,2,20,0.7355999946594238,0.7330885025546547
cifar100,attmask_vits16,mean_pool,1,0,1,0.20489999651908875,0.20228078083540255
cifar100,attmask_vits16,mean_pool,1,0,5,0.20489999651908875,0.20228078083540255
cifar100,attmask_vits16,mean_pool,1,0,20,0.20489999651908875,0.20228078083540255
cifar100,attmask_vits16,mean_pool,1,1,1,0.1784999966621399,0.1771731089167018
cifar100,attmask_vits16,mean_pool,1,1,5,0.1784999966621399,0.1771731089167018
cifar100,attmask_vits16,mean_pool,1,1,20,0.1784999966621399,0.1771731089167018
cifar100,attmask_vits16,mean_pool,1,2,1,0.195700004696846,0.1991492649510621
cifar100,attmask_vits16,mean_pool,1,2,5,0.195700004696846,0.1991492649510621
cifar100,attmask_vits16,mean_pool,1,2,20,0.195700004696846,0.1991492649510621
cifar100,attmask_vits16,mean_pool,2,0,1,0.25040000677108765,0.24643880557142084
cifar100,attmask_vits16,mean_pool,2,0,5,0.24500000476837158,0.23736560433803888
cifar100,attmask_vits16,mean_pool,2,0,20,0.2370000034570694,0.22554687026938092
cifar100,attmask_vits16,mean_pool,2,1,1,0.24879999458789825,0.24792131125023445
cifar100,attmask_vits16,mean_pool,2,1,5,0.2451000064611435,0.24156320453409538
cifar100,attmask_vits16,mean_pool,2,1,20,0.24070000648498535,0.22982095929602725
cifar100,attmask_vits16,mean_pool,2,2,1,0.2547999918460846,0.259672834582784
cifar100,attmask_vits16,mean_pool,2,2,5,0.25519999861717224,0.2578789700422983
cifar100,attmask_vits16,mean_pool,2,2,20,0.25690001249313354,0.25954228966902565
cifar100,attmask_vits16,mean_pool,5,0,1,0.3043999969959259,0.3040856002378264
cifar100,attmask_vits16,mean_pool,5,0,5,0.3172999918460846,0.3143289537417218
cifar100,attmask_vits16,mean_pool,5,0,20,0.3197999894618988,0.3126149102201889
cifar100,attmask_vits16,mean_pool,5,1,1,0.3070000112056732,0.30957948617260755
cifar100,attmask_vits16,mean_pool,5,1,5,0.32109999656677246,0.31846934233707624
cifar100,attmask_vits16,mean_pool,5,1,20,0.3179999887943268,0.31257135765843685
cifar100,attmask_vits16,mean_pool,5,2,1,0.31779998540878296,0.3212778609546175
cifar100,attmask_vits16,mean_pool,5,2,5,0.32409998774528503,0.32375538783942254
cifar100,attmask_vits16,mean_pool,5,2,20,0.3188999891281128,0.3114966703529068
cifar100,attmask_vits16,mean_pool,10,0,1,0.3564999997615814,0.35657342680263204
cifar100,attmask_vits16,mean_pool,10,0,5,0.3790999948978424,0.37569941938289925
cifar100,attmask_vits16,mean_pool,10,0,20,0.3862999975681305,0.37869192194853696
cifar100,attmask_vits16,mean_pool,10,1,1,0.35260000824928284,0.3514961999455554
cifar100,attmask_vits16,mean_pool,10,1,5,0.367900013923645,0.36288797896432085
cifar100,attmask_vits16,mean_pool,10,1,20,0.37369999289512634,0.36460093679367367
cifar100,attmask_vits16,mean_pool,10,2,1,0.35839998722076416,0.3620162354996939
cifar100,attmask_vits16,mean_pool,10,2,5,0.37630000710487366,0.3754805152968632
cifar100,attmask_vits16,mean_pool,10,2,20,0.3774000108242035,0.37229983889485735
cifar100,attmask_vits16,mean_pool,20,0,1,0.39340001344680786,0.39312373781252596
cifar100,attmask_vits16,mean_pool,20,0,5,0.42579999566078186,0.4237638433568621
cifar100,attmask_vits16,mean_pool,20,0,20,0.43529999256134033,0.4299602162364893
cifar100,attmask_vits16,mean_pool,20,1,1,0.3939000070095062,0.39224358569449613
cifar100,attmask_vits16,mean_pool,20,1,5,0.42149999737739563,0.4159838393689968
cifar100,attmask_vits16,mean_pool,20,1,20,0.4345000088214874,0.4240258496707002
cifar100,attmask_vits16,mean_pool,20,2,1,0.40149998664855957,0.40115266954874207
cifar100,attmask_vits16,mean_pool,20,2,5,0.42419999837875366,0.41920207504018087
cifar100,attmask_vits16,mean_pool,20,2,20,0.42719998955726624,0.41773580950037087
cifar100,attmask_vits16,mean_pool,50,0,1,0.4537999927997589,0.45237437076788667
cifar100,attmask_vits16,mean_pool,50,0,5,0.490200012922287,0.4873043759721525
cifar100,attmask_vits16,mean_pool,50,0,20,0.5088000297546387,0.5027078588404801
cifar100,attmask_vits16,mean_pool,50,1,1,0.46639999747276306,0.46494755283830586
cifar100,attmask_vits16,mean_pool,50,1,5,0.4973999857902527,0.4933988968293116
cifar100,attmask_vits16,mean_pool,50,1,20,0.5038999915122986,0.4981636654415105
cifar100,attmask_vits16,mean_pool,50,2,1,0.4607999920845032,0.46013871250446586
cifar100,attmask_vits16,mean_pool,50,2,5,0.4918000102043152,0.48745752855612495
cifar100,attmask_vits16,mean_pool,50,2,20,0.5027999877929688,0.49513825674829887
cifar100,attmask_vits16,mean_pool,100,0,1,0.5041000247001648,0.5021228003712056
cifar100,attmask_vits16,mean_pool,100,0,5,0.5396999716758728,0.5361202505179747
cifar100,attmask_vits16,mean_pool,100,0,20,0.553600013256073,0.5481192837248894
cifar100,attmask_vits16,mean_pool,100,1,1,0.5044000148773193,0.5028399781865144
cifar100,attmask_vits16,mean_pool,100,1,5,0.5424000024795532,0.5384199315595647
cifar100,attmask_vits16,mean_pool,100,1,20,0.5501999855041504,0.5450816601731379
cifar100,attmask_vits16,mean_pool,100,2,1,0.5056999921798706,0.5051828690845357
cifar100,attmask_vits16,mean_pool,100,2,5,0.5450999736785889,0.5426209190472369
cifar100,attmask_vits16,mean_pool,100,2,20,0.5511000156402588,0.5478086443969743
cifar10,dinov3_vits16,cls,1,0,1,0.6216999888420105,0.607483364980663
cifar10,dinov3_vits16,cls,1,0,5,0.6216999888420105,0.607483364980663
cifar10,dinov3_vits16,cls,1,0,20,0.6216999888420105,0.607483364980663
cifar10,dinov3_vits16,cls,1,1,1,0.5569999814033508,0.5610529577908182
cifar10,dinov3_vits16,cls,1,1,5,0.5569999814033508,0.5610529577908182
cifar10,dinov3_vits16,cls,1,1,20,0.5569999814033508,0.5610529577908182
cifar10,dinov3_vits16,cls,1,2,1,0.5159000158309937,0.4862976125180685
cifar10,dinov3_vits16,cls,1,2,5,0.5159000158309937,0.4862976125180685
cifar10,dinov3_vits16,cls,1,2,20,0.5159000158309937,0.4862976125180685
cifar10,dinov3_vits16,cls,2,0,1,0.6680999994277954,0.6626382292893774
cifar10,dinov3_vits16,cls,2,0,5,0.6898000240325928,0.6838968490927737
cifar10,dinov3_vits16,cls,2,0,20,0.6895999908447266,0.6835830909452303
cifar10,dinov3_vits16,cls,2,1,1,0.7258999943733215,0.7246305161412953
cifar10,dinov3_vits16,cls,2,1,5,0.739799976348877,0.7378576323512256
cifar10,dinov3_vits16,cls,2,1,20,0.739799976348877,0.7380477147940043
cifar10,dinov3_vits16,cls,2,2,1,0.6955000162124634,0.6903306988160164
cifar10,dinov3_vits16,cls,2,2,5,0.7081000208854675,0.7017789259541118
cifar10,dinov3_vits16,cls,2,2,20,0.7071999907493591,0.7011056174128554
cifar10,dinov3_vits16,cls,5,0,1,0.8299999833106995,0.8282878516135874
cifar10,dinov3_vits16,cls,5,0,5,0.848800003528595,0.8466166321773935
cifar10,dinov3_vits16,cls,5,0,20,0.8507000207901001,0.8481935420951746
cifar10,dinov3_vits16,cls,5,1,1,0.8091999888420105,0.807877749051789
cifar10,dinov3_vits16,cls,5,1,5,0.833899974822998,0.8322729641916075
cifar10,dinov3_vits16,cls,5,1,20,0.8378000259399414,0.8360415234927645
cifar10,dinov3_vits16,cls,5,2,1,0.7943000197410583,0.7924515683981979
cifar10,dinov3_vits16,cls,5,2,5,0.821399986743927,0.8191984871420013
cifar10,dinov3_vits16,cls,5,2,20,0.8271999955177307,0.824792202159063
cifar10,dinov3_vits16,cls,10,0,1,0.8539000153541565,0.8528321669008779
cifar10,dinov3_vits16,cls,10,0,5,0.8774999976158142,0.8763141541409416
cifar10,dinov3_vits16,cls,10,0,20,0.8880000114440918,0.8865462095779769
cifar10,dinov3_vits16,cls,10,1,1,0.8417999744415283,0.8406870112501199
cifar10,dinov3_vits16,cls,10,1,5,0.8661999702453613,0.8648381062922701
cifar10,dinov3_vits16,cls,10,1,20,0.8747000098228455,0.8730216420316628
cifar10,dinov3_vits16,cls,10,2,1,0.8361999988555908,0.8342090814248124
cifar10,dinov3_vits16,cls,10,2,5,0.8593999743461609,0.8574758322128748
cifar10,dinov3_vits16,cls,10,2,20,0.8662999868392944,0.8639859477772495
cifar10,dinov3_vits16,cls,20,0,1,0.8792999982833862,0.8784494916229596
cifar10,dinov3_vits16,cls,20,0,5,0.9031000137329102,0.9023402622008458
cifar10,dinov3_vits16,cls,20,0,20,0.9108999967575073,0.909791464850277
cifar10,dinov3_vits16,cls,20,1,1,0.8585000038146973,0.8571166527656233
cifar10,dinov3_vits16,cls,20,1,5,0.8835999965667725,0.8821145131633458
cifar10,dinov3_vits16,cls,20,1,20,0.8928999900817871,0.8913118032894907
cifar10,dinov3_vits16,cls,20,2,1,0.8741999864578247,0.8732618273364136
cifar10,dinov3_vits16,cls,20,2,5,0.8938000202178955,0.8928067196648769
cifar10,dinov3_vits16,cls,20,2,20,0.9025999903678894,0.9015277519734453
cifar10,dinov3_vits16,cls,50,0,1,0.9078999757766724,0.9071922507653799
cifar10,dinov3_vits16,cls,50,0,5,0.9235000014305115,0.9228992009076198
cifar10,dinov3_vits16,cls,50,0,20,0.9283999800682068,0.9276542439571767
cifar10,dinov3_vits16,cls,50,1,1,0.891700029373169,0.8909686695373316
cifar10,dinov3_vits16,cls,50,1,5,0.9135000109672546,0.9125572278571059
cifar10,dinov3_vits16,cls,50,1,20,0.9186000227928162,0.9173786488734758
cifar10,dinov3_vits16,cls,50,2,1,0.8970000147819519,0.896373281289657
cifar10,dinov3_vits16,cls,50,2,5,0.914900004863739,0.9142121786108651
cifar10,dinov3_vits16,cls,50,2,20,0.9215999841690063,0.920864546164165
cifar10,dinov3_vits16,cls,100,0,1,0.9154000282287598,0.9149849293473196
cifar10,dinov3_vits16,cls,100,0,5,0.9354000091552734,0.9351044765178484
cifar10,dinov3_vits16,cls,100,0,20,0.9401000142097473,0.9397094081081656
cifar10,dinov3_vits16,cls,100,1,1,0.9126999974250793,0.9120471603208564
cifar10,dinov3_vits16,cls,100,1,5,0.929099977016449,0.928490916953054
cifar10,dinov3_vits16,cls,100,1,20,0.930899977684021,0.9301780280422449
cifar10,dinov3_vits16,cls,100,2,1,0.9160000085830688,0.9155624256878505
cifar10,dinov3_vits16,cls,100,2,5,0.9351000189781189,0.9347079138026686
cifar10,dinov3_vits16,cls,100,2,20,0.9406999945640564,0.9402365586540962
cifar10,dinov3_vits16,mean_pool,1,0,1,0.6848000288009644,0.6704148191983704
cifar10,dinov3_vits16,mean_pool,1,0,5,0.6848000288009644,0.6704148191983704
cifar10,dinov3_vits16,mean_pool,1,0,20,0.6848000288009644,0.6704148191983704
cifar10,dinov3_vits16,mean_pool,1,1,1,0.5117999911308289,0.5320655677397499
cifar10,dinov3_vits16,mean_pool,1,1,5,0.5117999911308289,0.5320655677397499
cifar10,dinov3_vits16,mean_pool,1,1,20,0.5117999911308289,0.5320655677397499
cifar10,dinov3_vits16,mean_pool,1,2,1,0.554099977016449,0.48795157805903466
cifar10,dinov3_vits16,mean_pool,1,2,5,0.554099977016449,0.48795157805903466
cifar10,dinov3_vits16,mean_pool,1,2,20,0.554099977016449,0.48795157805903466
cifar10,dinov3_vits16,mean_pool,2,0,1,0.7192000150680542,0.7132027748378745
cifar10,dinov3_vits16,mean_pool,2,0,5,0.7373999953269958,0.7303597942670341
cifar10,dinov3_vits16,mean_pool,2,0,20,0.741599977016449,0.734584842626416
cifar10,dinov3_vits16,mean_pool,2,1,1,0.7107999920845032,0.7119864051426685
cifar10,dinov3_vits16,mean_pool,2,1,5,0.7357000112533569,0.7362999275055784
cifar10,dinov3_vits16,mean_pool,2,1,20,0.7376000285148621,0.7385078404922464
cifar10,dinov3_vits16,mean_pool,2,2,1,0.7034000158309937,0.6854781491636188
cifar10,dinov3_vits16,mean_pool,2,2,5,0.7098000049591064,0.6914833367245159
cifar10,dinov3_vits16,mean_pool,2,2,20,0.7123000025749207,0.6942338749433169
cifar10,dinov3_vits16,mean_pool,5,0,1,0.8062000274658203,0.8030747025539078
cifar10,dinov3_vits16,mean_pool,5,0,5,0.829800009727478,0.8248756651652476
cifar10,dinov3_vits16,mean_pool,5,0,20,0.8349999785423279,0.8295137016964761
cifar10,dinov3_vits16,mean_pool,5,1,1,0.7634999752044678,0.7605850633359807
cifar10,dinov3_vits16,mean_pool,5,1,5,0.7807999849319458,0.7766215249554744
cifar10,dinov3_vits16,mean_pool,5,1,20,0.7827000021934509,0.778589240774294
cifar10,dinov3_vits16,mean_pool,5,2,1,0.7796000242233276,0.7776916869140621
cifar10,dinov3_vits16,mean_pool,5,2,5,0.815500020980835,0.8134332816662837
cifar10,dinov3_vits16,mean_pool,5,2,20,0.8220999836921692,0.8194096164433681
cifar10,dinov3_vits16,mean_pool,10,0,1,0.8219000101089478,0.8196972512570012
cifar10,dinov3_vits16,mean_pool,10,0,5,0.857200026512146,0.8549720676095331
cifar10,dinov3_vits16,mean_pool,10,0,20,0.8618999719619751,0.8597617447779738
cifar10,dinov3_vits16,mean_pool,10,1,1,0.8190000057220459,0.8172329696417894
cifar10,dinov3_vits16,mean_pool,10,1,5,0.847599983215332,0.845907266328326
cifar10,dinov3_vits16,mean_pool,10,1,20,0.8568999767303467,0.855480407140921
cifar10,dinov3_vits16,mean_pool,10,2,1,0.8057000041007996,0.8041011843373285
cifar10,dinov3_vits16,mean_pool,10,2,5,0.8428999781608582,0.8409176808812784
cifar10,dinov3_vits16,mean_pool,10,2,20,0.8436999917030334,0.8413323649996315
cifar10,dinov3_vits16,mean_pool,20,0,1,0.849399983882904,0.8480473512159076
cifar10,dinov3_vits16,mean_pool,20,0,5,0.8744000196456909,0.8728725661963447
cifar10,dinov3_vits16,mean_pool,20,0,20,0.8852999806404114,0.8836930071383067
cifar10,dinov3_vits16,mean_pool,20,1,1,0.8273000121116638,0.8258364955946892
cifar10,dinov3_vits16,mean_pool,20,1,5,0.8578000068664551,0.8556050855514605
cifar10,dinov3_vits16,mean_pool,20,1,20,0.8687999844551086,0.8668946533674058
cifar10,dinov3_vits16,mean_pool,20,2,1,0.8418999910354614,0.8401932462912447
cifar10,dinov3_vits16,mean_pool,20,2,5,0.8675000071525574,0.8656935294249873
cifar10,dinov3_vits16,mean_pool,20,2,20,0.8776000142097473,0.8758046230822535
cifar10,dinov3_vits16,mean_pool,50,0,1,0.8694999814033508,0.8681979481175617
cifar10,dinov3_vits16,mean_pool,50,0,5,0.8988999724388123,0.8977730113411203
cifar10,dinov3_vits16,mean_pool,50,0,20,0.9060999751091003,0.9051750387605809
cifar10,dinov3_vits16,mean_pool,50,1,1,0.8574000000953674,0.8562560709241127
cifar10,dinov3_vits16,mean_pool,50,1,5,0.8828999996185303,0.881407213725315
cifar10,dinov3_vits16,mean_pool,50,1,20,0.8917999863624573,0.8902987853730961
cifar10,dinov3_vits16,mean_pool,50,2,1,0.8622999787330627,0.8614510554757585
cifar10,dinov3_vits16,mean_pool,50,2,5,0.8866000175476074,0.8851456208592055
cifar10,dinov3_vits16,mean_pool,50,2,20,0.8930000066757202,0.8913781512246052
cifar10,dinov3_vits16,mean_pool,100,0,1,0.8788999915122986,0.877917333583276
cifar10,dinov3_vits16,mean_pool,100,0,5,0.9070000052452087,0.9061014940211753
cifar10,dinov3_vits16,mean_pool,100,0,20,0.914900004863739,0.9141047219578399
cifar10,dinov3_vits16,mean_pool,100,1,1,0.8718000054359436,0.8705242665045283
cifar10,dinov3_vits16,mean_pool,100,1,5,0.8991000056266785,0.8979189987333782
cifar10,dinov3_vits16,mean_pool,100,1,20,0.9039000272750854,0.902786189955231
cifar10,dinov3_vits16,mean_pool,100,2,1,0.8805999755859375,0.87992608242118
cifar10,dinov3_vits16,mean_pool,100,2,5,0.9072999954223633,0.9064790772225366
cifar10,dinov3_vits16,mean_pool,100,2,20,0.9124000072479248,0.9114672027561221
cifar100,dinov3_vits16,cls,1,0,1,0.42340001463890076,0.41805069622605984
cifar100,dinov3_vits16,cls,1,0,5,0.42340001463890076,0.41805069622605984
cifar100,dinov3_vits16,cls,1,0,20,0.42340001463890076,0.41805069622605984
cifar100,dinov3_vits16,cls,1,1,1,0.40799999237060547,0.39950732111101667
cifar100,dinov3_vits16,cls,1,1,5,0.40799999237060547,0.39950732111101667
cifar100,dinov3_vits16,cls,1,1,20,0.40799999237060547,0.39950732111101667
cifar100,dinov3_vits16,cls,1,2,1,0.41449999809265137,0.40438788931494424
cifar100,dinov3_vits16,cls,1,2,5,0.41449999809265137,0.40438788931494424
